"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"Scg2";7,58532107818312e-05;1,06388221946191;0,136;0,067;1;"P7";"Scg2"
"Ndufc2";7,66976491291363e-05;1,01254956247811;0,121;0,056;1;"P7";"Ndufc2"
"Fbn2";7,68782384443536e-05;2,36558333485882;0,046;0,009;1;"P7";"Fbn2"
"Sec61b";7,75856152834431e-05;2,69355616541899;0,048;0,011;1;"P7";"Sec61b"
"Ifngr2";7,86069775374813e-05;1,0595396283166;0,093;0,037;1;"P7";"Ifngr2"
"Coch";7,90735811827878e-05;2,4773857025721;0,041;0,006;1;"P7";"Coch"
"Acaca";7,94985709790712e-05;0,972178706017699;0,153;0,084;1;"P7";"Acaca"
"Vash2";8,06571485536078e-05;6,39760046139092;0,02;0;1;"P7";"Vash2"
"Nectin2";8,06571485536102e-05;6,50686326694368;0,02;0;1;"P7";"Nectin2"
"Cox7a2";8,09639277731152e-05;1,05412376457531;0,142;0,086;1;"P7";"Cox7a2"
"Sh3bgrl";8,11737396629109e-05;2,23011704508903;0,05;0,011;1;"P7";"Sh3bgrl"
"Rab34";8,20745853072298e-05;1,05066116708575;0,14;0,073;1;"P7";"Rab34"
"Phldb1";8,34824283761313e-05;1,37221693049494;0,096;0,039;1;"P7";"Phldb1"
"Ndufs5";8,59437931580459e-05;1,18631757551767;0,126;0,067;1;"P7";"Ndufs5"
"Armc10";8,62631831508732e-05;1,45506009262052;0,047;0,011;1;"P7";"Armc10"
"Nap1l4";8,6875570638437e-05;1,39365025349232;0,103;0,06;1;"P7";"Nap1l4"
"Xpr1";8,85483758656956e-05;0,729591319715885;0,23;0,147;1;"P7";"Xpr1"
"Akap7";8,97957745983481e-05;1,10414940235675;0,14;0,075;1;"P7";"Akap7"
"Mapre1";9,05167340528573e-05;0,936576077972843;0,161;0,088;1;"P7";"Mapre1"
"Rpl7a";9,13371544867709e-05;0,915880636143676;0,168;0,095;1;"P7";"Rpl7a"
"Cotl1";9,135448363343e-05;1,33845927733868;0,055;0,015;1;"P7";"Cotl1"
"Ulk2";9,44264277993188e-05;1,37597022845699;0,117;0,062;1;"P7";"Ulk2"
"Dyrk2";9,61367334855471e-05;1,18481977425369;0,124;0,073;1;"P7";"Dyrk2"
"Lsm14b";9,65599236745161e-05;2,48933650984044;0,054;0,015;1;"P7";"Lsm14b"
"Vdac1";9,81587627848737e-05;1,02828802712295;0,148;0,099;1;"P7";"Vdac1"
"Nova2";9,83248904003447e-05;1,00302384171107;0,159;0,093;1;"P7";"Nova2"
"Pxdn";0,000100451940222977;3,20940898491931;0,039;0,006;1;"P7";"Pxdn"
"Tspan13";0,000100493075086136;0,902845672957332;0,173;0,097;1;"P7";"Tspan13"
"Prkcd";0,000100776090890321;6,15526631830178;0,019;0;1;"P7";"Prkcd"
"Tepp";0,000100776090890355;6,35518603016316;0,019;0;1;"P7";"Tepp"
"Psip1";0,000102371896685112;0,686235920472056;0,258;0,181;1;"P7";"Psip1"
"Agpat3";0,000105964353756503;1,21727545839183;0,129;0,067;1;"P7";"Agpat3"
"Arl4c";0,000106185002230054;1,65162004177993;0,077;0,028;1;"P7";"Arl4c"
"Fam49a";0,000106387512553535;0,82181499344422;0,186;0,112;1;"P7";"Fam49a"
"Dusp8";0,000106693091842148;1,00299082672399;0,148;0,103;1;"P7";"Dusp8"
"Hcn3";0,000106895090575537;2,39038029061653;0,047;0,011;1;"P7";"Hcn3"
"Afap1";0,000109429363637667;1,3939528235575;0,082;0,03;1;"P7";"Afap1"
"Cklf";0,000109537537777127;2,75080157366622;0,051;0,015;1;"P7";"Cklf"
"Camk4";0,00011118437725524;0,67701817260846;0,252;0,181;1;"P7";"Camk4"
"Tln2";0,000111518750124981;0,965556683465496;0,162;0,101;1;"P7";"Tln2"
"Selenof";0,000111796071608851;1,45721345421868;0,102;0,045;1;"P7";"Selenof"
"Vasp";0,000111952214075768;4,23834007574109;0,03;0,002;1;"P7";"Vasp"
"Cspg5";0,0001122154667753;0,465909908038973;0,422;0,321;1;"P7";"Cspg5"
"Fjx1";0,00011232285772412;1,26097946557673;0,123;0,06;1;"P7";"Fjx1"
"Fkbp1a";0,000113135352316587;0,771054006901266;0,201;0,147;1;"P7";"Fkbp1a"
"Zfp90";0,000113499289339164;2,90398015186038;0,047;0,011;1;"P7";"Zfp90"
"Myl12b";0,000116184175461312;1,3935228801065;0,108;0,058;1;"P7";"Myl12b"
"Trpc5";0,000116189311640344;1,43614054252353;0,078;0,028;1;"P7";"Trpc5"
"Map4";0,000117827980904522;0,818937901750236;0,196;0,129;1;"P7";"Map4"
"Atox1";0,000118159544448851;2,06070459255696;0,064;0,022;1;"P7";"Atox1"
"Lig1";0,000118240269886232;3,85849999125619;0,03;0,002;1;"P7";"Lig1"
"Smdt1";0,000119832081332633;1,11511082979818;0,116;0,069;1;"P7";"Smdt1"
"Selenot";0,000120249418779486;1,29780013037456;0,104;0,045;1;"P7";"Selenot"
"Rasl10a";0,000123800969199667;1,77102360632829;0,033;0,004;1;"P7";"Rasl10a"
"A730017C20Rik";0,000125914816091053;1,95283215064671;0,053;0,013;1;"P7";"A730017C20Rik"
"Gdf11";0,000125929829580655;6,36158221400383;0,019;0;1;"P7";"Gdf11"
"Arl15";0,000125929829580674;6,40828241528403;0,019;0;1;"P7";"Arl15"
"Slc7a5";0,000126796391483524;3,09440909665769;0,042;0,009;1;"P7";"Slc7a5"
"Cox5b";0,000127608083224297;0,987810968839624;0,155;0,088;1;"P7";"Cox5b"
"Ankrd13b";0,000128220201349142;0,854669604107442;0,204;0,151;1;"P7";"Ankrd13b"
"Lpl";0,000128720167316703;2,66547418307221;0,035;0,004;1;"P7";"Lpl"
"Ndufs6";0,000131093893427748;1,97586038167882;0,07;0,028;1;"P7";"Ndufs6"
"Pnmal2";0,000132793439346187;1,14701383284485;0,125;0,065;1;"P7";"Pnmal2"
"Psmb6";0,000132900813534792;1,6035731976281;0,081;0,034;1;"P7";"Psmb6"
"Fdft1";0,000133022994798569;1,37866705445843;0,096;0,041;1;"P7";"Fdft1"
"Syp";0,000133494388635494;0,471316569591097;0,351;0,254;1;"P7";"Syp"
"Elmod1";0,000136294065368551;0,544233629299991;0,32;0,252;1;"P7";"Elmod1"
"Izumo4";0,000142640691366691;1,25591831761757;0,11;0,062;1;"P7";"Izumo4"
"Klc1";0,000142850191021055;0,53550457710742;0,341;0,282;1;"P7";"Klc1"
"Dchs1";0,000143764333080169;1,77047443103117;0,047;0,011;1;"P7";"Dchs1"
"Eid2";0,000146447495223143;1,75182535825817;0,069;0,024;1;"P7";"Eid2"
"Glg1";0,000147347957395017;0,796784345150969;0,203;0,127;1;"P7";"Glg1"
"Pbx1";0,000149273103317861;0,623244716454052;0,286;0,207;1;"P7";"Pbx1"
"Rab3b";0,000150165357463842;2,41592678252808;0,039;0,006;1;"P7";"Rab3b"
"Cask";0,000150969247190059;1,01154465820008;0,146;0,078;1;"P7";"Cask"
"Fancd2";0,000157384264267075;6,22353041644356;0,018;0;1;"P7";"Fancd2"
"Azin1";0,000159730952397471;1,14843125578723;0,112;0,052;1;"P7";"Azin1"
"Shroom2";0,000171083555119241;2,66302754950804;0,043;0,009;1;"P7";"Shroom2"
"Taf1d";0,000171852655717561;0,754843433906047;0,244;0,17;1;"P7";"Taf1d"
"Mien1";0,000174420339107913;2,0149834651905;0,063;0,028;1;"P7";"Mien1"
"Ice1";0,000177348669760903;0,54316530230664;0,396;0,308;1;"P7";"Ice1"
"Ei24";0,000177977283810485;1,40184302239146;0,099;0,05;1;"P7";"Ei24"
"Unc13b";0,000182011936468201;0,81214277447442;0,196;0,131;1;"P7";"Unc13b"
"Kcnip2";0,000183687243576297;1,65232371194914;0,042;0,009;1;"P7";"Kcnip2"
"Myo16";0,000188125988457423;1,56967704990177;0,078;0,03;1;"P7";"Myo16"
"Tppp3";0,000189975509757711;2,53933781287577;0,049;0,013;1;"P7";"Tppp3"
"Sybu";0,000193883027486599;0,826587283085477;0,204;0,136;1;"P7";"Sybu"
"Camsap3";0,000194198136167075;1,29458265638361;0,087;0,034;1;"P7";"Camsap3"
"Kif2a";0,00019598278051887;0,829864139671215;0,173;0,127;1;"P7";"Kif2a"
"Rgs12";0,000196725703997157;6,0680511026036;0,018;0;1;"P7";"Rgs12"
"Magel2";0,000196725703997241;6,20496129623204;0,018;0;1;"P7";"Magel2"
"Hk1";0,000197199454507965;1,28133153733818;0,095;0,045;1;"P7";"Hk1"
"Zmym3";0,00019722914299653;0,84122163356124;0,167;0,123;1;"P7";"Zmym3"
"Zdhhc2";0,000199001855890752;1,07238920809398;0,13;0,069;1;"P7";"Zdhhc2"
"Tm9sf3";0,000204885663676388;1,18487575819553;0,108;0,05;1;"P7";"Tm9sf3"
"Ndufa1";0,00020491880913596;1,40745516495742;0,073;0,026;1;"P7";"Ndufa1"
"Clcn5";0,000207659559151586;1,26088057722229;0,052;0,015;1;"P7";"Clcn5"
"Cmpk1";0,000208746521978441;1,53071000055932;0,076;0,028;1;"P7";"Cmpk1"
"Epha8";0,000209660504028276;1,77617076258127;0,067;0,024;1;"P7";"Epha8"
"Cdkl1";0,000212788272491319;1,17166996733087;0,093;0,039;1;"P7";"Cdkl1"
"Serbp1";0,000212946789306389;0,647660599964184;0,226;0,153;1;"P7";"Serbp1"
"mt-Atp8";0,000213705935724012;0,527767559243957;0,179;0,108;1;"P7";"mt-Atp8"
"Esd";0,000214736272723815;1,99724727511267;0,061;0,019;1;"P7";"Esd"
"Mtmr9";0,000215341577963527;2,375573244996;0,038;0,006;1;"P7";"Mtmr9"
"Arpp21";0,000215470966910106;0,285455254640501;0,722;0,655;1;"P7";"Arpp21"
"B4galt2";0,000224569170413694;1,16491554693555;0,115;0,062;1;"P7";"B4galt2"
"Grik5";0,000224869016914266;0,613669051316293;0,305;0,233;1;"P7";"Grik5"
"Clip3";0,000227399704609764;1,23413679190163;0,117;0,062;1;"P7";"Clip3"
"Uqcrc2";0,000236878841185258;1,2720443271398;0,106;0,05;1;"P7";"Uqcrc2"
"Ppp2ca";0,000236923312280626;0,897831248390454;0,174;0,123;1;"P7";"Ppp2ca"
"Cct7";0,000237919538807142;1,147005504195;0,116;0,058;1;"P7";"Cct7"
"Rtf2";0,000239193801457156;1,95834937253335;0,051;0,013;1;"P7";"Rtf2"
"Bmpr2";0,000243040540424983;0,921819581552177;0,172;0,106;1;"P7";"Bmpr2"
"Il17d";0,000245942726440046;6,04666652199301;0,017;0;1;"P7";"Il17d"
"Mrgpre";0,000245942726440069;6,277647941065;0,017;0;1;"P7";"Mrgpre"
"Pafah1b1";0,000249170250173664;0,591404148951533;0,313;0,248;1;"P7";"Pafah1b1"
"Cdc42";0,000250878340758246;0,717550993915975;0,204;0,129;1;"P7";"Cdc42"
"Kif5b";0,000251481117777864;0,637074784311214;0,246;0,17;1;"P7";"Kif5b"
"Atp11c";0,000251785507764371;3,01297883368529;0,04;0,009;1;"P7";"Atp11c"
"Sox12";0,000252725963630458;1,37892231212637;0,069;0,024;1;"P7";"Sox12"
"9430038I01Rik";0,000253633276843125;4,86596950463879;0,027;0,002;1;"P7";"9430038I01Rik"
"Ube2s";0,000255005281628923;1,23972692831541;0,097;0,06;1;"P7";"Ube2s"
"Capza2";0,000257683587924766;0,7747341493353;0,158;0,088;1;"P7";"Capza2"
"Mfsd12";0,00025786525276851;2,12611169067413;0,05;0,013;1;"P7";"Mfsd12"
"Sema3f";0,000260074395593983;2,06900740048048;0,042;0,009;1;"P7";"Sema3f"
"Vps28";0,00026523459267766;1,7345845316076;0,075;0,032;1;"P7";"Vps28"
"Tspan3";0,000265406430837918;0,844509879578742;0,147;0,08;1;"P7";"Tspan3"
"Uqcr11";0,000267788732501415;1,01966064663141;0,131;0,069;1;"P7";"Uqcr11"
"Ak5";0,000277032421657546;2,74919322150044;0,038;0,006;1;"P7";"Ak5"
"Cdh4";0,000278186041267313;1,79869495896696;0,071;0,028;1;"P7";"Cdh4"
"Shoc2";0,000281616888573515;2,47510324744572;0,048;0,015;1;"P7";"Shoc2"
"Mapk8ip1";0,000287149456310282;0,781767190474728;0,196;0,136;1;"P7";"Mapk8ip1"
"Rpl22l1";0,000289058658824489;0,992664048698831;0,167;0,106;1;"P7";"Rpl22l1"
"Eif3a";0,000291711255834449;0,830240569608129;0,195;0,129;1;"P7";"Eif3a"
"Fam171b";0,000293199869748821;0,681314689136818;0,266;0,181;1;"P7";"Fam171b"
"Polr2m";0,000293284636748387;1,59147546731046;0,064;0,022;1;"P7";"Polr2m"
"Alg2";0,000295076384568516;1,13861269230514;0,073;0,028;1;"P7";"Alg2"
"Ergic3";0,000296329959552838;1,52781306169269;0,074;0,028;1;"P7";"Ergic3"
"Rcn1";0,000297286276557629;3,22341861725815;0,027;0,002;1;"P7";"Rcn1"
"Lix1";0,000297613819990191;1,77866450535022;0,054;0,015;1;"P7";"Lix1"
"Eif4a1";0,00029865263987455;0,819473176993402;0,18;0,11;1;"P7";"Eif4a1"
"Arf5";0,000299607468025063;0,785962991326477;0,186;0,131;1;"P7";"Arf5"
"H3f3a";0,000304270406119085;1,03655221078865;0,149;0,086;1;"P7";"H3f3a"
"Mkrn3";0,00030752922649616;6,02744994412493;0,017;0;1;"P7";"Mkrn3"
"Smpd2";0,000307529226496178;6,03166432623933;0,017;0;1;"P7";"Smpd2"
"E2f7";0,000307529226496207;5,84837936319273;0,017;0;1;"P7";"E2f7"
"Ints5.1";0,000307529226496226;5,86971131911129;0,017;0;1;"P7";"Ints5.1"
"Maged1";0,000313953554191765;0,625296799606327;0,26;0,19;1;"P7";"Maged1"
"Asic1";0,000314531871698093;1,00990414146325;0,082;0,034;1;"P7";"Asic1"
"Ehmt2";0,000317073378018015;0,594296010226823;0,172;0,155;1;"P7";"Ehmt2"
"Nisch";0,000321356843471562;0,482721880285268;0,356;0,274;1;"P7";"Nisch"
"Dbi";0,000322222943454082;1,7348622035894;0,067;0,024;1;"P7";"Dbi"
"Ndufa4";0,000326134783758105;0,855176972365205;0,199;0,134;1;"P7";"Ndufa4"
"Arf3";0,000326990908198871;0,799619840026877;0,17;0,101;1;"P7";"Arf3"
"2210016L21Rik";0,000332456343598318;1,02588231349702;0,14;0,075;1;"P7";"2210016L21Rik"
"Tmem145";0,000334661741106674;1,27557799726026;0,106;0,054;1;"P7";"Tmem145"
"Uqcrb";0,000342534188019319;1,35468607820635;0,087;0,037;1;"P7";"Uqcrb"
"Hist3h2ba";0,00034830652317308;1,53297551347919;0,079;0,032;1;"P7";"Hist3h2ba"
"Npy1r";0,000350186927663985;1,75522918871679;0,065;0,024;1;"P7";"Npy1r"
"Odf2";0,000354093668836884;0,661229257978894;0,247;0,181;1;"P7";"Odf2"
"Slc38a7";0,000355190268640761;1,78013994060373;0,053;0,015;1;"P7";"Slc38a7"
"Nip7";0,000357029102551407;4,67319963325337;0,026;0,002;1;"P7";"Nip7"
"Sptlc2";0,000358754991591554;1,39034011693657;0,099;0,047;1;"P7";"Sptlc2"
"St13";0,000360844950548677;1,61504190285719;0,076;0,03;1;"P7";"St13"
"Banf1";0,000365977620214058;1,85297644117176;0,045;0,011;1;"P7";"Banf1"
"Mgat4b";0,000369549698068159;1,07575771793676;0,133;0,08;1;"P7";"Mgat4b"
"Slc6a15";0,000372163486617009;0,62202538351364;0,14;0,078;1;"P7";"Slc6a15"
"Gpr161";0,000384614241125144;5,98023283497209;0,016;0;1;"P7";"Gpr161"
"Nkain2";0,000385062254776885;1,45377307107266;0,067;0,024;1;"P7";"Nkain2"
"Tm2d2";0,000389203127033244;2,02551580755672;0,057;0,019;1;"P7";"Tm2d2"
"Ccdc88c";0,000393267262231151;0,8752976887852;0,148;0,101;1;"P7";"Ccdc88c"
"Fpgs";0,000408041000518646;1,86184322031615;0,041;0,009;1;"P7";"Fpgs"
"Enho";0,000408659091792763;1,47443880598824;0,07;0,026;1;"P7";"Enho"
"Tmem50a";0,000420283150007813;0,801218349388576;0,148;0,082;1;"P7";"Tmem50a"
"Unc5d";0,000422928147535931;2,46248447609777;0,04;0,009;1;"P7";"Unc5d"
"Pabpc1";0,000427017053124013;0,71437453227648;0,218;0,155;1;"P7";"Pabpc1"
"Pcyox1";0,000434429715807768;1,61384129379072;0,069;0,026;1;"P7";"Pcyox1"
"Tesk1";0,000436323945262157;1,89450128324945;0,059;0,019;1;"P7";"Tesk1"
"Rab11a";0,000437645003998905;1,71005081992949;0,063;0,022;1;"P7";"Rab11a"
"Ddost";0,000441800833231492;1,7073285431975;0,07;0,032;1;"P7";"Ddost"
"Acly";0,000443218065464394;1,60088436121279;0,075;0,03;1;"P7";"Acly"
"Thsd7a";0,000450361422241185;2,89463118902905;0,041;0,011;1;"P7";"Thsd7a"
"Tmem183a";0,000454267255813942;1,48384893317549;0,078;0,032;1;"P7";"Tmem183a"
"Shisa9";0,000456524433721845;1,68794391181644;0,065;0,024;1;"P7";"Shisa9"
"Map6";0,000456612899438946;0,586156270978532;0,301;0,22;1;"P7";"Map6"
"Atp5g3";0,000463021998767472;0,989110342871356;0,152;0,093;1;"P7";"Atp5g3"
"Rab4a";0,000463332320144915;2,26249501007247;0,054;0,017;1;"P7";"Rab4a"
"Clcn3";0,000468633121921332;0,616457587702933;0,252;0,19;1;"P7";"Clcn3"
"Klf16";0,000481125648967612;6,0034365553559;0,016;0;1;"P7";"Klf16"
"Ece2";0,000481125648967642;5,90564203287382;0,016;0;1;"P7";"Ece2"
"Stag3";0,000481125648967716;5,8413925521554;0,016;0;1;"P7";"Stag3"
"Cdkn1a";0,00048112564896773;6,06033072789831;0,016;0;1;"P7";"Cdkn1a"
"Grip1";0,000485124180551927;1,37790166319344;0,092;0,045;1;"P7";"Grip1"
"Eif2s3y";0,000497945635923566;0,502899478187242;0,098;0,052;1;"P7";"Eif2s3y"
"Cox4i1";0,000499309836001117;0,702566348774858;0,284;0,22;1;"P7";"Cox4i1"
"Rab6b";0,000503216711756571;0,312715046548905;0,397;0,388;1;"P7";"Rab6b"
"A230077H06Rik";0,000503974883380802;3,12442849908621;0,031;0,004;1;"P7";"A230077H06Rik"
"Sncb";0,000510628552165938;0,368747690466943;0,183;0,192;1;"P7";"Sncb"
"Hnrnpa0";0,000516902672437169;1,52346339378848;0,081;0,037;1;"P7";"Hnrnpa0"
"Ncdn";0,000520667986368973;0,98477962156012;0,153;0,093;1;"P7";"Ncdn"
"Spin1";0,000521652404083874;1,59257362130181;0,07;0,03;1;"P7";"Spin1"
"Slco3a1";0,000522397915845372;0,682623197298849;0,227;0,149;1;"P7";"Slco3a1"
"Dhx32";0,000524425018349786;1,7937023628609;0,066;0,026;1;"P7";"Dhx32"
"Znrf1";0,000537091896734017;0,766612351298924;0,189;0,116;1;"P7";"Znrf1"
"Polr2f";0,00054980654023401;1,4632198751355;0,055;0,017;1;"P7";"Polr2f"
"Nras";0,000550498479994817;1,26437125755806;0,106;0,058;1;"P7";"Nras"
"Arhgef28";0,000551814769410453;1,59539472172445;0,043;0,011;1;"P7";"Arhgef28"
"1110004F10Rik";0,000552131126222725;1,83284433957902;0,066;0,026;1;"P7";"1110004F10Rik"
"Cfdp1";0,000556510016446497;1,98308167839075;0,057;0,019;1;"P7";"Cfdp1"
"Zscan18";0,000556800087593975;1,64800872286215;0,052;0,015;1;"P7";"Zscan18"
"Ranbp1";0,000560129236048979;1,93656988469013;0,057;0,019;1;"P7";"Ranbp1"
"Dlg5";0,000567848869687943;1,70651485068986;0,052;0,015;1;"P7";"Dlg5"
"Ctnnd2";0,000581382005863028;0,780292824290375;0,208;0,147;1;"P7";"Ctnnd2"
"Tbc1d24";0,000583009961168345;0,252660501221681;0,128;0,147;1;"P7";"Tbc1d24"
"Ypel1";0,000589639908536151;2,55855062851997;0,037;0,009;1;"P7";"Ypel1"
"Adamtsl1";0,000601996779369839;5,9888079149809;0,015;0;1;"P7";"Adamtsl1"
"Pcsk4";0,000601996779369839;6,00136755649411;0,015;0;1;"P7";"Pcsk4"
"Bend6";0,00062720901114754;0,958128507499998;0,136;0,091;1;"P7";"Bend6"
"H2afx";0,000636322697723658;1,98598063187299;0,044;0,011;1;"P7";"H2afx"
"Gde1";0,000645958367173565;0,813256745467996;0,196;0,127;1;"P7";"Gde1"
"Cntn5";0,000654192163974893;0,983192526504916;0,118;0,06;1;"P7";"Cntn5"
"Atp6ap2";0,000657131615017388;0,968741896074929;0,123;0,067;1;"P7";"Atp6ap2"
"Fchsd1";0,000657170217795979;2,76372562480214;0,038;0,009;1;"P7";"Fchsd1"
"Sec61g";0,000664155205920374;1,43779482630007;0,071;0,028;1;"P7";"Sec61g"
"Pdzd4";0,000667009516082194;1,09806979851371;0,109;0,056;1;"P7";"Pdzd4"
"Mageh1";0,000669003325172726;2,39398861684094;0,03;0,004;1;"P7";"Mageh1"
"Sema4c";0,000669276855926281;3,38394793701253;0,03;0,004;1;"P7";"Sema4c"
"Grk3";0,00067090482971946;0,93177058900447;0,147;0,086;1;"P7";"Grk3"
"Rpl24";0,000675816091010948;0,665194247537366;0,215;0,144;1;"P7";"Rpl24"
"Cwh43";0,000688179091414388;2,80274223407306;0,03;0,004;1;"P7";"Cwh43"
"Elovl6";0,000688810850451847;0,951082928735186;0,142;0,091;1;"P7";"Elovl6"
"Ankra2";0,00069263070347548;1,97691184074229;0,057;0,022;1;"P7";"Ankra2"
"Ydjc";0,000700668852457661;0,993897578684859;0,123;0,065;1;"P7";"Ydjc"
"C2cd2l";0,000700953854851809;1,42593025579348;0,078;0,034;1;"P7";"C2cd2l"
"Hmgb1";0,000702323005626786;0,838660564410221;0,18;0,121;1;"P7";"Hmgb1"
"Edf1";0,000702980609634153;1,5396347083851;0,068;0,028;1;"P7";"Edf1"
"Hs3st2";0,000703888588978456;1,3694208773499;0,08;0,034;1;"P7";"Hs3st2"
"Mrpl33";0,000705841480924751;1,18462635679712;0,091;0,041;1;"P7";"Mrpl33"
"Slc7a3";0,000713804683173839;4,36875455027798;0,025;0,002;1;"P7";"Slc7a3"
"Vrk1";0,000716958044315566;1,98495411973968;0,039;0,009;1;"P7";"Vrk1"
"Lsm12";0,000723843127579409;2,18739676227224;0,049;0,015;1;"P7";"Lsm12"
"Agpat4";0,00073285642108288;1,30947691931766;0,095;0,047;1;"P7";"Agpat4"
"Wsb2";0,000733874320240885;0,835340849197696;0,185;0,131;1;"P7";"Wsb2"
"Btbd9";0,000745476517274606;1,30196324281463;0,09;0,043;1;"P7";"Btbd9"
"Zfp821";0,00075201712192686;0,965584492802286;0,144;0,088;1;"P7";"Zfp821"
"Triobp";0,00075342745106556;5,86771063070511;0,015;0;1;"P7";"Triobp"
"Kcnk4";0,00075342745106563;6,03129806856001;0,015;0;1;"P7";"Kcnk4"
"Zfp593";0,000753427451065699;5,69422336614475;0,015;0;1;"P7";"Zfp593"
"Gpr176";0,000753427451065722;5,98297449201298;0,015;0;1;"P7";"Gpr176"
"Iqcj";0,000753427451065953;5,6771616198589;0,015;0;1;"P7";"Iqcj"
"Zeb2";0,000761539233233069;0,457024654953866;0,369;0,304;1;"P7";"Zeb2"
"Nol7";0,00077114048146915;2,1165647217661;0,049;0,019;1;"P7";"Nol7"
"Plekhg4";0,000773338775320118;2,50865299570743;0,041;0,011;1;"P7";"Plekhg4"
"Rab18";0,000774790436285127;1,03415117400518;0,048;0,015;1;"P7";"Rab18"
"Lancl2";0,000775376143669666;2,27367567947308;0,046;0,013;1;"P7";"Lancl2"
"Reep2";0,000775542751685126;0,672547189777085;0,206;0,134;1;"P7";"Reep2"
"Srp14";0,000805546000479288;1,05421520508214;0,11;0,058;1;"P7";"Srp14"
"Lypd6";0,000810081757926507;4,86889539463762;0,024;0,002;1;"P7";"Lypd6"
"Psmd2";0,000810849806687334;0,851329865742947;0,096;0,045;1;"P7";"Psmd2"
"Ptges3";0,00083081308633294;1,37057036733104;0,068;0,026;1;"P7";"Ptges3"
"Pdha1";0,000831167065622367;1,1381912849928;0,102;0,052;1;"P7";"Pdha1"
"Arpc4";0,000835212169017947;1,34113990381903;0,068;0,026;1;"P7";"Arpc4"
"Rpl36al";0,000842436564504253;1,53448410572711;0,064;0,024;1;"P7";"Rpl36al"
"Auts2";0,000860869455246776;0,58059990694811;0,242;0,181;1;"P7";"Auts2"
"Eif3h";0,000869036145338119;1,37298760368942;0,078;0,037;1;"P7";"Eif3h"
"Kidins220";0,000870723998419697;0,52250074091351;0,325;0,246;1;"P7";"Kidins220"
"Wrb";0,000877259482591501;1,88533937908294;0,043;0,011;1;"P7";"Wrb"
"Usp29";0,000901678628557056;0,870703199129276;0,125;0,067;1;"P7";"Usp29"
"Lamb1";0,000904336292109369;2,43926769230092;0,03;0,004;1;"P7";"Lamb1"
"Tmem47";0,000916999760755603;1,8048078240672;0,059;0,022;1;"P7";"Tmem47"
"Timm10";0,000928388785421841;2,5495267624951;0,038;0,009;1;"P7";"Timm10"
"Ptp4a1";0,000928715048697934;1,70231438392286;0,065;0,032;1;"P7";"Ptp4a1"
"Palm";0,000932644972388748;0,846764198437301;0,144;0,093;1;"P7";"Palm"
"Rac1";0,000942654037357295;1,08876843296291;0,099;0,05;1;"P7";"Rac1"
"Ppp1r18";0,000943214160965558;5,68561573959472;0,014;0;1;"P7";"Ppp1r18"
"Lum";0,000943214160965731;6,15625572684828;0,014;0;1;"P7";"Lum"
"Eif1";0,000947459409475961;0,668890357615541;0,232;0,162;1;"P7";"Eif1"
"Ptpru";0,000959125023691752;3,07545041364184;0,024;0,002;1;"P7";"Ptpru"
"Rpl35a";0,000967028553483914;0,657785690649634;0,215;0,168;1;"P7";"Rpl35a"
"Cbarp";0,000973868937313848;0,648724889989708;0,197;0,153;1;"P7";"Cbarp"
"Maged2";0,000974082743194989;1,68801049033106;0,068;0,032;1;"P7";"Maged2"
"Kcnk10";0,000976931203910325;1,09759018538477;0,104;0,052;1;"P7";"Kcnk10"
"2900011O08Rik";0,000986296954383709;0,856640591673955;0,12;0,095;1;"P7";"2900011O08Rik"
"Ppp2r2c";0,000996269740549131;0,593917383885174;0,197;0,131;1;"P7";"Ppp2r2c"
"P3h3";0,00100204427093676;0,897201076669886;0,132;0,093;1;"P7";"P3h3"
"Mmp24";0,00101402503209509;1,72831338516691;0,05;0,015;1;"P7";"Mmp24"
"Ncald";0,00102280062431532;1,18425933440522;0,08;0,034;1;"P7";"Ncald"
"Eif2b5";0,00102787088515953;1,47780916728781;0,053;0,017;1;"P7";"Eif2b5"
"Rhbdd2";0,00103185831069435;1,69930039598381;0,063;0,024;1;"P7";"Rhbdd2"
"Synm";0,00103638346247382;1,43572778622666;0,06;0,022;1;"P7";"Synm"
"Zfp462";0,00104380967357304;1,03696525824454;0,095;0,045;1;"P7";"Zfp462"
"Vapa";0,0010449862815013;1,06990643934687;0,076;0,032;1;"P7";"Vapa"
"Atp5e";0,00104702416473465;1,04834886808003;0,128;0,078;1;"P7";"Atp5e"
"Sfxn1";0,00105241294118828;0,900472459163183;0,098;0,047;1;"P7";"Sfxn1"
"Cdh2";0,00106973682776879;1,10714098213111;0,116;0,062;1;"P7";"Cdh2"
"Pgls";0,00107190099239783;1,42705882793936;0,081;0,041;1;"P7";"Pgls"
"Tmcc2";0,00107750247454256;1,74354257332846;0,028;0,004;1;"P7";"Tmcc2"
"Robo2";0,00107842875366722;0,527349659987484;0,259;0,209;1;"P7";"Robo2"
"Sumo3";0,00108251201902518;1,64962918971948;0,056;0,019;1;"P7";"Sumo3"
"Fam19a2";0,00108673876209371;1,66916142876275;0,049;0,015;1;"P7";"Fam19a2"
"Tmem179";0,00108998279050543;0,751482879960083;0,174;0,116;1;"P7";"Tmem179"
"Akap9";0,00109177908996734;0,519112420427065;0,33;0,259;1;"P7";"Akap9"
